Tier,Income,Term,Loan Purpose,FICO,Member,Affiliate Channel,Grid Assigned,Loan Amount,Rate Selected,WAC,Approved,Declined,Conversion Rate,Converted,Doc Upload,DS to Signed (days)
10,46389,7,MajorPurchase,607,NonMember,NonAffiliate,AG,17706,0.06547,0.06547,1,0,0.450,1,1,1
6,43528,2,Auto,651,NonMember,NonAffiliate,AA,26419,0.04999,0.04999,1,0,0.450,1,1,9
10,43767,3,Auto,606,NonMember,NonAffiliate,AH,12390,0.06107,0.06107,1,0,0.450,1,1,9
1,85461,4,MajorPurchase,811,Member,Affiliate,AG,31705,0.03265,0.03265,1,0,0.500,1,1,1
4,76339,5,HomeImprovement,793,Member,NonAffiliate,AC,49458,0.03925,0.03925,0,1,0.000,0,0,
4,64753,4,DebtConsolidation,698,Member,Affiliate,AD,30810,0.04591,0.04591,0,1,0.000,0,0,
9,42420,5,DebtConsolidation,602,Member,Affiliate,AB,29704,0.05811,0.05811,0,1,0.000,0,0,
2,83060,3,Medical,811,NonMember,Affiliate,AD,44551,0.03309,0.03309,1,0,0.400,0,1,
4,82533,4,MajorPurchase,795,NonMember,NonAffiliate,AG,32185,0.03991,0.03991,1,0,0.450,1,1,7
5,64401,4,HomeImprovement,702,Member,NonAffiliate,AA,40113,0.04499,0.04499,0,1,0.000,0,0,
8,54556,4,DebtConsolidation,640,Member,NonAffiliate,AE,12241,0.05315,0.05315,0,1,0.000,0,0,
2,84261,5,HomeImprovement,819,Member,NonAffiliate,AG,54358,0.03623,0.03623,1,0,0.550,1,0,2
8,49221,3,MajorPurchase,665,NonMember,NonAffiliate,AF,37023,0.05277,0.05277,0,1,0.000,0,0,
1,94701,6,DebtConsolidation,847,NonMember,NonAffiliate,AI,43045,0.03517,0.03517,1,0,0.450,0,1,
3,82235,6,HomeImprovement,762,Member,Affiliate,AD,48520,0.04021,0.04021,1,0,0.500,1,1,8
6,58108,4,MajorPurchase,653,NonMember,NonAffiliate,AC,26344,0.05349,0.05349,1,0,0.450,0,1,
2,82260,2,Auto,807,NonMember,Affiliate,AB,49631,0.03200,0.03200,1,0,0.400,0,0,
3,72523,6,DebtConsolidation,776,NonMember,Affiliate,AC,38266,0.04077,0.04077,1,0,0.400,0,1,
4,84483,5,Medical,788,Member,NonAffiliate,AG,45282,0.04005,0.04005,1,0,0.550,0,1,
6,40847,4,Medical,646,NonMember,NonAffiliate,AH,21015,0.05469,0.05469,0,1,0.000,0,0,
8,55736,6,HomeImprovement,657,NonMember,NonAffiliate,AG,20065,0.05869,0.05869,0,1,0.000,0,0,
5,68492,3,MajorPurchase,734,NonMember,Affiliate,AE,28970,0.04135,0.04135,1,0,0.400,1,0,1
4,65646,5,MajorPurchase,725,NonMember,Affiliate,AE,37361,0.04269,0.04269,1,0,0.400,0,1,
4,81527,6,HomeImprovement,777,Member,NonAffiliate,AG,44476,0.04301,0.04301,1,0,0.550,0,0,
9,39675,2,Auto,618,NonMember,Affiliate,AH,29286,0.05731,0.05731,1,0,0.400,1,1,9
4,69426,6,DebtConsolidation,756,Member,NonAffiliate,AH,30527,0.04523,0.04523,1,0,0.550,0,1,
9,29989,2,Auto,608,NonMember,Affiliate,AA,26914,0.05501,0.05501,0,1,0.000,0,0,
6,51850,6,DebtConsolidation,651,NonMember,Affiliate,AG,17565,0.05525,0.05525,0,1,0.000,0,0,
8,45268,4,MajorPurchase,612,NonMember,NonAffiliate,AG,24377,0.05981,0.05981,1,0,0.450,0,1,
8,37353,5,DebtConsolidation,605,NonMember,NonAffiliate,AH,17475,0.06147,0.06147,0,1,0.000,0,0,
4,77541,5,Auto,743,NonMember,NonAffiliate,AA,27934,0.04279,0.04279,1,0,0.450,0,1,
5,68443,6,DebtConsolidation,721,Member,NonAffiliate,AE,42736,0.04533,0.04533,1,0,0.550,0,1,
9,47250,4,Medical,632,Member,Affiliate,AB,13923,0.05521,0.05521,0,1,0.000,0,0,
8,37142,3,MajorPurchase,645,NonMember,NonAffiliate,AD,32843,0.05473,0.05473,1,0,0.450,0,1,
4,57698,2,Auto,684,Member,NonAffiliate,AF,38002,0.04481,0.04481,0,1,0.000,0,0,
2,93275,2,Medical,829,Member,NonAffiliate,AE,37476,0.03200,0.03200,1,0,0.550,1,1,9
2,80709,2,Medical,805,Member,NonAffiliate,AB,46657,0.03200,0.03200,1,0,0.550,0,1,
5,78539,5,HomeImprovement,745,Member,Affiliate,AF,28523,0.04269,0.04269,0,1,0.000,0,0,
9,36932,6,Medical,601,NonMember,NonAffiliate,AH,16190,0.06367,0.06367,0,1,0.000,0,0,
3,65267,2,MajorPurchase,733,NonMember,Affiliate,AD,33195,0.03999,0.03999,1,0,0.400,0,0,
2,78164,5,Medical,765,Member,NonAffiliate,AD,33812,0.03957,0.03957,1,0,0.550,0,1,
1,83622,3,MajorPurchase,812,Member,Affiliate,AF,45153,0.03200,0.03200,1,0,0.500,1,1,8
1,74361,4,MajorPurchase,815,NonMember,NonAffiliate,AB,34541,0.03375,0.03375,1,0,0.450,1,0,1
2,80650,2,MajorPurchase,787,Member,NonAffiliate,AB,34638,0.03311,0.03311,1,0,0.550,0,0,
8,55597,4,HomeImprovement,642,NonMember,NonAffiliate,AC,34348,0.05543,0.05543,1,0,0.450,0,0,
2,64215,3,Auto,760,NonMember,NonAffiliate,AG,28123,0.03853,0.03853,1,0,0.450,0,1,
5,62509,5,DebtConsolidation,691,NonMember,Affiliate,AA,27155,0.04757,0.04757,1,0,0.400,1,1,6
8,42651,5,HomeImprovement,603,NonMember,NonAffiliate,AA,15733,0.05917,0.05917,0,1,0.000,0,0,
4,77144,5,DebtConsolidation,758,Member,Affiliate,AF,32892,0.04163,0.04163,1,0,0.500,0,1,
1,94310,5,HomeImprovement,828,Member,NonAffiliate,AI,42796,0.03433,0.03433,1,0,0.550,1,0,3
3,77854,3,Auto,766,Member,NonAffiliate,AC,26559,0.03773,0.03773,1,0,0.550,0,1,
8,41918,3,DebtConsolidation,653,NonMember,NonAffiliate,AC,14530,0.05435,0.05435,0,1,0.000,0,0,
4,77695,2,DebtConsolidation,767,NonMember,NonAffiliate,AB,45278,0.03781,0.03781,1,0,0.450,0,1,
2,81226,2,DebtConsolidation,842,Member,Affiliate,AI,39936,0.03200,0.03200,1,0,0.500,1,1,10
3,70395,3,HomeImprovement,776,Member,NonAffiliate,AA,51083,0.03645,0.03645,1,0,0.550,1,1,10
10,38973,3,DebtConsolidation,606,Member,NonAffiliate,AD,8470,0.05943,0.05943,1,0,0.550,1,1,7
8,46485,6,HomeImprovement,604,NonMember,NonAffiliate,AI,8104,0.06313,0.06313,0,1,0.000,0,0,
4,80875,5,MajorPurchase,793,NonMember,NonAffiliate,AD,34904,0.04081,0.04081,1,0,0.450,1,1,10
7,41775,4,HomeImprovement,662,NonMember,NonAffiliate,AC,15703,0.05279,0.05279,1,0,0.450,1,1,1
6,55446,6,DebtConsolidation,683,Member,Affiliate,AD,29611,0.05037,0.05037,1,0,0.500,1,0,10
6,68623,2,Auto,719,NonMember,Affiliate,AH,27124,0.04551,0.04551,1,0,0.400,1,1,7
2,83455,7,Medical,849,Member,Affiliate,AH,48351,0.03447,0.03447,1,0,0.500,1,1,4
5,69009,5,Medical,723,Member,Affiliate,AD,25426,0.04465,0.04465,1,0,0.500,0,1,
1,74040,6,Medical,810,NonMember,NonAffiliate,AC,44686,0.03669,0.03669,1,0,0.450,1,1,7
4,62626,4,Auto,725,NonMember,Affiliate,AB,30438,0.04229,0.04229,1,0,0.400,0,1,
4,60057,3,Auto,747,NonMember,NonAffiliate,AD,39647,0.04193,0.04193,1,0,0.450,1,0,3
5,55569,2,MajorPurchase,681,NonMember,Affiliate,AD,21767,0.04557,0.04557,0,1,0.000,0,0,
8,52381,6,HomeImprovement,667,NonMember,NonAffiliate,AG,15456,0.05699,0.05699,1,0,0.450,1,1,4
8,54626,5,MajorPurchase,663,Member,Affiliate,AD,36422,0.05287,0.05287,0,1,0.000,0,0,
1,99312,6,MajorPurchase,846,Member,NonAffiliate,AI,56756,0.03411,0.03411,1,0,0.550,0,0,
6,54389,6,DebtConsolidation,643,NonMember,Affiliate,AC,19926,0.05445,0.05445,1,0,0.400,0,1,
3,74229,2,MajorPurchase,798,NonMember,NonAffiliate,AI,51769,0.03719,0.03719,0,1,0.000,0,0,
7,41635,5,Medical,652,NonMember,Affiliate,AE,31037,0.05273,0.05273,1,0,0.400,1,1,10
1,84780,3,DebtConsolidation,838,NonMember,NonAffiliate,AF,55487,0.03200,0.03200,1,0,0.450,1,1,8
1,85494,2,DebtConsolidation,816,Member,Affiliate,AE,42495,0.03200,0.03200,1,0,0.500,0,0,
3,56210,2,Auto,725,NonMember,NonAffiliate,AI,31314,0.04259,0.04259,1,0,0.450,0,1,
1,84732,5,HomeImprovement,826,Member,NonAffiliate,AG,41761,0.03353,0.03353,1,0,0.550,1,1,9
4,62557,5,Auto,718,NonMember,Affiliate,AA,40893,0.04469,0.04469,1,0,0.400,1,1,5
5,73320,7,DebtConsolidation,748,Member,NonAffiliate,AB,47505,0.04557,0.04557,1,0,0.550,0,0,
7,56295,2,Auto,672,NonMember,Affiliate,AA,34663,0.04767,0.04767,1,0,0.400,0,1,
2,74768,4,Auto,799,Member,Affiliate,AI,43622,0.03615,0.03615,0,1,0.000,0,0,
1,87594,2,Auto,842,Member,NonAffiliate,AB,35849,0.03200,0.03200,1,0,0.550,1,0,2
1,85490,5,MajorPurchase,848,Member,Affiliate,AC,49808,0.03200,0.03200,1,0,0.500,0,0,
8,51085,5,MajorPurchase,661,Member,NonAffiliate,AC,33152,0.05387,0.05387,1,0,0.550,1,0,4
2,88455,3,DebtConsolidation,804,Member,NonAffiliate,AD,50278,0.03353,0.03353,1,0,0.550,1,1,3
6,67507,6,Medical,695,Member,Affiliate,AB,24047,0.04927,0.04927,0,1,0.000,0,0,
1,82342,5,Medical,847,Member,NonAffiliate,AG,38418,0.03223,0.03223,1,0,0.550,0,1,
6,54245,7,DebtConsolidation,677,NonMember,Affiliate,AH,25292,0.05503,0.05503,1,0,0.400,0,1,
3,84927,5,HomeImprovement,778,Member,Affiliate,AG,45533,0.03931,0.03931,1,0,0.500,1,1,1
5,68920,3,HomeImprovement,715,NonMember,NonAffiliate,AI,38355,0.04755,0.04755,1,0,0.450,0,0,
2,86326,2,Auto,807,Member,NonAffiliate,AC,45689,0.03200,0.03200,0,1,0.000,0,0,
2,86852,4,HomeImprovement,831,NonMember,NonAffiliate,AG,56151,0.03427,0.03427,1,0,0.450,0,1,
5,65449,7,Medical,699,NonMember,Affiliate,AF,33310,0.05131,0.05131,1,0,0.400,0,1,
8,55914,4,Auto,652,Member,Affiliate,AH,13417,0.05425,0.05425,0,1,0.000,0,0,
6,69792,3,HomeImprovement,716,NonMember,NonAffiliate,AB,23292,0.04641,0.04641,1,0,0.450,1,1,2
4,69205,7,Medical,786,NonMember,NonAffiliate,AI,41184,0.04425,0.04425,1,0,0.450,0,1,
8,40314,3,Auto,631,NonMember,NonAffiliate,AB,30564,0.05539,0.05539,1,0,0.450,0,0,
1,97254,4,MajorPurchase,845,Member,NonAffiliate,AB,56363,0.03200,0.03200,1,0,0.550,1,1,5
3,67816,4,MajorPurchase,785,Member,Affiliate,AE,40528,0.03415,0.03415,1,0,0.500,0,0,
2,84494,2,HomeImprovement,811,Member,NonAffiliate,AH,37237,0.03315,0.03315,1,0,0.550,1,1,3
8,50002,4,Medical,678,Member,NonAffiliate,AE,20645,0.05133,0.05133,1,0,0.550,1,1,2
1,89036,6,DebtConsolidation,822,NonMember,NonAffiliate,AC,50399,0.03487,0.03487,1,0,0.450,0,1,
4,58454,6,Medical,686,NonMember,NonAffiliate,AH,28435,0.05157,0.05157,1,0,0.450,0,1,
1,82049,6,MajorPurchase,839,Member,Affiliate,AG,44773,0.03323,0.03323,1,0,0.500,0,1,
3,81442,5,Auto,792,NonMember,Affiliate,AG,38677,0.03861,0.03861,1,0,0.400,0,1,
7,49331,3,HomeImprovement,676,Member,NonAffiliate,AF,38433,0.05077,0.05077,1,0,0.550,1,1,7
7,49838,5,Medical,675,NonMember,NonAffiliate,AE,17463,0.05259,0.05259,1,0,0.450,0,1,
3,71882,4,HomeImprovement,765,Member,Affiliate,AD,29291,0.03793,0.03793,1,0,0.500,1,1,1
8,47287,6,HomeImprovement,634,NonMember,NonAffiliate,AC,28893,0.05965,0.05965,1,0,0.450,0,0,
4,73773,3,MajorPurchase,730,Member,Affiliate,AA,30600,0.03959,0.03959,1,0,0.500,1,1,7
7,58050,5,MajorPurchase,669,Member,NonAffiliate,AE,34350,0.05147,0.05147,0,1,0.000,0,0,
8,55448,7,Medical,672,Member,NonAffiliate,AG,24218,0.05713,0.05713,0,1,0.000,0,0,
2,79238,4,Medical,761,NonMember,NonAffiliate,AA,45283,0.03771,0.03771,0,1,0.000,0,0,
10,47431,3,Auto,625,NonMember,Affiliate,AB,29753,0.05595,0.05595,0,1,0.000,0,0,
4,72443,5,MajorPurchase,765,NonMember,NonAffiliate,AG,35187,0.04287,0.04287,1,0,0.450,1,0,6
4,65281,6,DebtConsolidation,728,NonMember,NonAffiliate,AB,33715,0.04619,0.04619,0,1,0.000,0,0,
1,75566,7,HomeImprovement,802,Member,Affiliate,AE,30351,0.03405,0.03405,1,0,0.500,1,1,3
4,71801,4,HomeImprovement,767,Member,NonAffiliate,AA,45695,0.03871,0.03871,0,1,0.000,0,0,
6,57710,5,Medical,693,Member,NonAffiliate,AC,40301,0.05005,0.05005,0,1,0.000,0,0,
7,58004,6,Medical,654,Member,Affiliate,AI,26385,0.05599,0.05599,0,1,0.000,0,0,
5,73238,5,Auto,722,NonMember,NonAffiliate,AF,23817,0.04695,0.04695,1,0,0.450,0,1,
7,62754,4,MajorPurchase,677,NonMember,Affiliate,AF,27095,0.05153,0.05153,1,0,0.400,0,1,
6,64497,4,DebtConsolidation,718,Member,NonAffiliate,AC,35037,0.04715,0.04715,0,1,0.000,0,0,
4,69529,7,DebtConsolidation,717,NonMember,NonAffiliate,AB,32976,0.04915,0.04915,0,1,0.000,0,0,
2,84170,6,DebtConsolidation,796,Member,Affiliate,AC,47663,0.03695,0.03695,1,0,0.500,0,1,
4,76373,2,Medical,742,NonMember,NonAffiliate,AH,42220,0.04137,0.04137,0,1,0.000,0,0,
10,28393,4,DebtConsolidation,603,Member,Affiliate,AG,17228,0.05937,0.05937,0,1,0.000,0,0,
1,88611,2,HomeImprovement,836,Member,Affiliate,AC,42060,0.03200,0.03200,1,0,0.500,1,1,6
9,48974,4,HomeImprovement,631,NonMember,NonAffiliate,AD,29694,0.05875,0.05875,1,0,0.450,0,1,
4,59490,4,MajorPurchase,729,Member,NonAffiliate,AG,41414,0.04413,0.04413,1,0,0.550,1,0,2
5,63307,3,Medical,699,NonMember,Affiliate,AB,39033,0.04561,0.04561,1,0,0.400,0,1,
9,45781,2,DebtConsolidation,611,NonMember,NonAffiliate,AH,26327,0.05881,0.05881,0,1,0.000,0,0,
4,67245,3,DebtConsolidation,757,Member,Affiliate,AB,31546,0.03833,0.03833,0,1,0.000,0,0,
10,50275,2,Auto,629,NonMember,NonAffiliate,AD,29291,0.05735,0.05735,0,1,0.000,0,0,
7,54946,7,Auto,644,NonMember,NonAffiliate,AD,12799,0.05865,0.05865,1,0,0.450,0,0,
7,50487,4,DebtConsolidation,649,Member,Affiliate,AB,20780,0.05139,0.05139,1,0,0.500,0,0,
6,61101,3,Auto,714,Member,NonAffiliate,AI,30255,0.04755,0.04755,0,1,0.000,0,0,
3,83175,2,DebtConsolidation,789,Member,Affiliate,AG,41431,0.03395,0.03395,0,1,0.000,0,0,
5,74326,2,Auto,728,NonMember,NonAffiliate,AG,28009,0.04385,0.04385,1,0,0.450,0,1,
1,89462,5,HomeImprovement,836,NonMember,NonAffiliate,AF,48743,0.03403,0.03403,1,0,0.450,0,1,
4,69261,3,Medical,734,NonMember,Affiliate,AD,26940,0.04225,0.04225,1,0,0.400,0,1,
9,33795,5,HomeImprovement,621,Member,NonAffiliate,AE,19004,0.05711,0.05711,0,1,0.000,0,0,
2,72771,5,DebtConsolidation,791,NonMember,NonAffiliate,AA,42237,0.03715,0.03715,1,0,0.450,1,1,2
4,75868,3,Auto,762,Member,Affiliate,AG,48035,0.03791,0.03791,1,0,0.500,1,1,3
7,53097,2,HomeImprovement,643,Member,NonAffiliate,AF,19476,0.05145,0.05145,0,1,0.000,0,0,
4,73088,7,Auto,746,Member,Affiliate,AF,34221,0.04403,0.04403,1,0,0.500,0,1,
2,78215,3,DebtConsolidation,795,Member,Affiliate,AD,51424,0.03379,0.03379,1,0,0.500,0,0,
3,69277,6,Medical,790,NonMember,NonAffiliate,AI,45586,0.04205,0.04205,1,0,0.450,0,1,
2,96766,5,MajorPurchase,827,NonMember,Affiliate,AI,38695,0.03489,0.03489,1,0,0.400,1,1,9
4,53775,7,DebtConsolidation,714,NonMember,NonAffiliate,AF,25249,0.05011,0.05011,0,1,0.000,0,0,
8,35496,3,MajorPurchase,628,NonMember,NonAffiliate,AG,13507,0.05691,0.05691,0,1,0.000,0,0,
8,53294,3,Auto,664,Member,Affiliate,AD,21258,0.05053,0.05053,1,0,0.500,0,1,
6,54820,6,Medical,658,Member,NonAffiliate,AA,20971,0.05379,0.05379,0,1,0.000,0,0,
9,38728,4,MajorPurchase,621,NonMember,NonAffiliate,AG,18554,0.05911,0.05911,0,1,0.000,0,0,
1,84719,5,HomeImprovement,845,Member,Affiliate,AI,57426,0.03200,0.03200,1,0,0.500,1,0,6
3,74053,2,HomeImprovement,774,Member,Affiliate,AG,36717,0.03577,0.03577,1,0,0.500,0,0,
2,71943,4,Medical,773,Member,NonAffiliate,AA,40425,0.03671,0.03671,0,1,0.000,0,0,
8,50666,6,Auto,647,NonMember,NonAffiliate,AG,22248,0.05869,0.05869,1,0,0.450,0,0,
10,31008,3,Medical,600,NonMember,NonAffiliate,AE,18563,0.05847,0.05847,0,1,0.000,0,0,
5,75957,7,DebtConsolidation,745,NonMember,NonAffiliate,AG,27973,0.04809,0.04809,1,0,0.450,1,1,8
6,56458,6,Medical,718,NonMember,Affiliate,AA,31874,0.04795,0.04795,0,1,0.000,0,0,
5,60287,4,HomeImprovement,711,Member,Affiliate,AH,40364,0.04579,0.04579,1,0,0.500,0,1,
6,67820,7,DebtConsolidation,704,NonMember,Affiliate,AG,24394,0.05111,0.05111,0,1,0.000,0,0,
5,69674,6,MajorPurchase,736,Member,NonAffiliate,AH,44104,0.04793,0.04793,1,0,0.550,1,0,5
5,72096,4,HomeImprovement,729,Member,NonAffiliate,AC,28924,0.04445,0.04445,1,0,0.550,0,0,
2,90762,4,Auto,848,NonMember,NonAffiliate,AG,59385,0.03291,0.03291,1,0,0.450,1,1,7
2,94968,6,Medical,832,Member,NonAffiliate,AI,36743,0.03659,0.03659,1,0,0.550,0,1,
2,82890,3,Auto,774,Member,NonAffiliate,AA,50012,0.03545,0.03545,1,0,0.550,1,0,2
1,89428,7,DebtConsolidation,812,NonMember,NonAffiliate,AE,45877,0.03649,0.03649,1,0,0.450,0,1,
8,51160,5,HomeImprovement,676,Member,NonAffiliate,AG,16392,0.05479,0.05479,0,1,0.000,0,0,
1,89503,2,DebtConsolidation,848,Member,Affiliate,AF,45946,0.03200,0.03200,1,0,0.500,0,1,
3,71959,4,HomeImprovement,792,Member,NonAffiliate,AD,47603,0.03755,0.03755,1,0,0.550,0,0,
9,49889,2,HomeImprovement,626,NonMember,NonAffiliate,AH,27067,0.05705,0.05705,0,1,0.000,0,0,
9,46987,5,MajorPurchase,638,NonMember,NonAffiliate,AG,27974,0.06025,0.06025,1,0,0.450,1,0,3
4,56471,2,Auto,708,NonMember,NonAffiliate,AD,26841,0.04431,0.04431,0,1,0.000,0,0,
5,59734,5,MajorPurchase,682,Member,Affiliate,AB,34052,0.04701,0.04701,0,1,0.000,0,0,
2,94426,6,DebtConsolidation,829,Member,NonAffiliate,AB,39656,0.03439,0.03439,1,0,0.550,1,0,7
8,39840,4,HomeImprovement,655,Member,NonAffiliate,AE,24921,0.05309,0.05309,0,1,0.000,0,0,
6,52522,4,HomeImprovement,684,Member,NonAffiliate,AE,17424,0.04763,0.04763,1,0,0.550,0,1,
3,81903,7,Medical,772,NonMember,Affiliate,AC,27299,0.04203,0.04203,1,0,0.400,1,1,6
2,83899,7,DebtConsolidation,841,NonMember,Affiliate,AE,42395,0.03287,0.03287,1,0,0.400,1,1,9
8,39828,5,MajorPurchase,629,NonMember,NonAffiliate,AH,26141,0.05965,0.05965,0,1,0.000,0,0,
8,37182,5,MajorPurchase,640,NonMember,NonAffiliate,AI,33490,0.05823,0.05823,0,1,0.000,0,0,
1,84778,4,HomeImprovement,850,Member,Affiliate,AE,51966,0.03200,0.03200,1,0,0.500,0,1,
2,77805,2,MajorPurchase,775,NonMember,NonAffiliate,AH,38728,0.03767,0.03767,1,0,0.450,0,1,
4,60065,5,Auto,729,NonMember,NonAffiliate,AF,30701,0.04589,0.04589,0,1,0.000,0,0,
6,65136,3,MajorPurchase,716,Member,NonAffiliate,AA,36938,0.04485,0.04485,1,0,0.550,1,1,8
6,55259,3,DebtConsolidation,692,Member,NonAffiliate,AC,25109,0.04777,0.04777,1,0,0.550,0,0,
8,44252,7,MajorPurchase,656,Member,NonAffiliate,AI,24279,0.05969,0.05969,1,0,0.550,1,1,10
1,76766,4,Auto,814,Member,NonAffiliate,AC,39719,0.03335,0.03335,1,0,0.550,0,1,
1,92310,5,DebtConsolidation,830,NonMember,Affiliate,AB,48813,0.03200,0.03200,1,0,0.400,0,1,
2,97561,5,Medical,849,Member,Affiliate,AD,57773,0.03200,0.03200,1,0,0.500,0,0,
5,62847,2,Auto,701,NonMember,NonAffiliate,AF,25704,0.04511,0.04511,1,0,0.450,0,1,
8,38279,2,HomeImprovement,601,NonMember,Affiliate,AI,8301,0.05683,0.05683,0,1,0.000,0,0,
1,89240,5,Medical,840,NonMember,NonAffiliate,AD,35326,0.03293,0.03293,1,0,0.450,0,1,
2,87808,2,DebtConsolidation,802,Member,Affiliate,AB,41699,0.03200,0.03200,1,0,0.500,1,1,3
4,63626,5,Medical,741,Member,Affiliate,AH,42709,0.04247,0.04247,1,0,0.500,0,1,
7,38377,5,DebtConsolidation,641,NonMember,NonAffiliate,AH,23128,0.05689,0.05689,0,1,0.000,0,0,
2,85681,5,Auto,805,Member,NonAffiliate,AA,46956,0.03439,0.03439,1,0,0.550,1,1,6
7,54963,3,DebtConsolidation,665,NonMember,Affiliate,AA,15625,0.04899,0.04899,1,0,0.400,1,0,10
4,63929,2,Auto,719,Member,NonAffiliate,AC,41179,0.04269,0.04269,1,0,0.550,1,0,5
10,38643,6,MajorPurchase,615,NonMember,NonAffiliate,AI,10193,0.06507,0.06507,1,0,0.450,0,1,
2,93491,6,DebtConsolidation,813,Member,Affiliate,AI,49200,0.03679,0.03679,1,0,0.500,0,0,
8,52512,4,MajorPurchase,656,NonMember,Affiliate,AG,22880,0.05479,0.05479,0,1,0.000,0,0,
3,69425,3,Medical,731,NonMember,Affiliate,AF,42835,0.04093,0.04093,1,0,0.400,1,1,7
3,82496,5,MajorPurchase,786,Member,NonAffiliate,AI,39840,0.03991,0.03991,1,0,0.550,0,1,
4,59099,3,MajorPurchase,719,Member,NonAffiliate,AC,42389,0.04389,0.04389,1,0,0.550,1,1,1
3,65194,3,HomeImprovement,741,Member,NonAffiliate,AF,29258,0.03979,0.03979,0,1,0.000,0,0,
8,30654,7,HomeImprovement,608,NonMember,NonAffiliate,AI,27517,0.06421,0.06421,0,1,0.000,0,0,
1,97893,6,MajorPurchase,849,Member,NonAffiliate,AE,58598,0.03200,0.03200,1,0,0.550,1,0,3
6,58016,5,DebtConsolidation,669,Member,NonAffiliate,AF,33297,0.05217,0.05217,1,0,0.550,0,0,
3,59606,6,Medical,731,NonMember,NonAffiliate,AA,32933,0.04469,0.04469,1,0,0.450,1,1,2
2,70820,6,DebtConsolidation,783,Member,NonAffiliate,AB,40890,0.03785,0.03785,0,1,0.000,0,0,
6,51572,6,HomeImprovement,647,Member,NonAffiliate,AE,11863,0.05355,0.05355,0,1,0.000,0,0,
4,63664,2,MajorPurchase,746,Member,NonAffiliate,AI,41585,0.04077,0.04077,0,1,0.000,0,0,
4,85458,2,Auto,795,Member,Affiliate,AF,37330,0.03451,0.03451,1,0,0.500,1,1,5
2,83937,5,MajorPurchase,840,Member,NonAffiliate,AB,57098,0.03200,0.03200,1,0,0.550,1,1,7
3,68674,2,Auto,771,NonMember,NonAffiliate,AC,40864,0.03741,0.03741,1,0,0.450,1,1,6
7,61567,2,Medical,667,Member,NonAffiliate,AD,17460,0.04989,0.04989,0,1,0.000,0,0,
3,83731,7,Medical,770,Member,NonAffiliate,AF,41372,0.04271,0.04271,0,1,0.000,0,0,
8,34142,7,Medical,603,Member,NonAffiliate,AI,12643,0.06327,0.06327,0,1,0.000,0,0,
10,47210,4,MajorPurchase,618,NonMember,NonAffiliate,AE,30706,0.05955,0.05955,1,0,0.450,1,0,6
4,52317,4,DebtConsolidation,693,Member,NonAffiliate,AA,38829,0.04581,0.04581,0,1,0.000,0,0,
4,57687,4,Auto,680,NonMember,Affiliate,AC,38515,0.04641,0.04641,0,1,0.000,0,0,
4,61336,5,HomeImprovement,734,NonMember,NonAffiliate,AF,38961,0.04589,0.04589,0,1,0.000,0,0,
9,46439,4,DebtConsolidation,631,Member,Affiliate,AC,19062,0.05581,0.05581,1,0,0.500,1,0,5
4,72432,2,MajorPurchase,790,Member,NonAffiliate,AB,47908,0.03505,0.03505,1,0,0.550,0,0,
1,83145,3,MajorPurchase,829,Member,Affiliate,AI,33927,0.03200,0.03200,1,0,0.500,0,1,
6,47463,6,DebtConsolidation,681,Member,Affiliate,AA,21765,0.04877,0.04877,0,1,0.000,0,0,
1,90278,5,HomeImprovement,846,Member,NonAffiliate,AG,57643,0.03211,0.03211,1,0,0.550,1,1,5
2,88306,3,MajorPurchase,849,Member,NonAffiliate,AH,43815,0.03200,0.03200,1,0,0.550,0,0,
4,69064,5,HomeImprovement,770,Member,NonAffiliate,AA,45554,0.03991,0.03991,1,0,0.550,1,1,2
5,71291,3,Medical,732,Member,NonAffiliate,AI,41050,0.04473,0.04473,1,0,0.550,0,1,
2,75875,5,MajorPurchase,792,Member,Affiliate,AI,39128,0.03741,0.03741,1,0,0.500,0,1,
4,52242,3,MajorPurchase,689,Member,NonAffiliate,AC,26540,0.04577,0.04577,1,0,0.550,0,0,
2,82008,5,DebtConsolidation,841,Member,NonAffiliate,AE,46064,0.03200,0.03200,1,0,0.550,1,0,9
1,73185,3,HomeImprovement,807,Member,Affiliate,AI,36647,0.03225,0.03225,0,1,0.000,0,0,
5,68080,2,MajorPurchase,759,NonMember,Affiliate,AF,45386,0.03997,0.03997,1,0,0.400,0,1,
2,79012,5,Auto,806,Member,NonAffiliate,AG,54410,0.03623,0.03623,1,0,0.550,1,1,4
2,69421,6,HomeImprovement,775,Member,Affiliate,AA,46310,0.03761,0.03761,1,0,0.500,1,0,9
8,51218,4,DebtConsolidation,667,NonMember,NonAffiliate,AB,23552,0.05313,0.05313,1,0,0.450,0,1,
4,73727,6,HomeImprovement,790,Member,Affiliate,AC,50062,0.03889,0.03889,1,0,0.500,0,1,
6,41384,6,MajorPurchase,661,Member,Affiliate,AB,23987,0.05103,0.05103,0,1,0.000,0,0,
10,34466,4,HomeImprovement,605,NonMember,NonAffiliate,AB,18319,0.06047,0.06047,1,0,0.450,1,1,1
5,69255,6,MajorPurchase,757,Member,Affiliate,AF,30754,0.04383,0.04383,0,1,0.000,0,0,
6,42973,5,MajorPurchase,641,Member,Affiliate,AB,25740,0.05159,0.05159,0,1,0.000,0,0,
